rank,score,kind,split,frame,box,note,verdict,reviewer
178,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y1920,0.17031 0.58516 0.02813 0.04531,no prediction of this class overlaps the box,,
179,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y1920,0.11563 0.62266 0.02500 0.04531,no prediction of this class overlaps the box,,
180,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y1920,0.97734 0.84844 0.04531 0.17500,no prediction of this class overlaps the box,,
181,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y1920,0.94063 0.94375 0.01875 0.01562,no prediction of this class overlaps the box,,
182,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y2400,0.97734 0.09844 0.04531 0.17500,no prediction of this class overlaps the box,,
183,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y2400,0.94063 0.19375 0.01875 0.01562,no prediction of this class overlaps the box,,
184,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y2400,0.93125 0.27344 0.13750 0.12187,no prediction of this class overlaps the box,,
185,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y2400,0.81094 0.83828 0.08438 0.07656,no prediction of this class overlaps the box,,
186,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x480_y2880,0.06719 0.71797 0.01875 0.02031,no prediction of this class overlaps the box,,
187,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1440,0.25078 0.94063 0.08906 0.01875,no prediction of this class overlaps the box,,
188,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.25078 0.19062 0.08906 0.01875,no prediction of this class overlaps the box,,
189,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.56328 0.77187 0.04844 0.08125,no prediction of this class overlaps the box,,
190,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.36406 0.91328 0.03750 0.02969,no prediction of this class overlaps the box,,
191,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.19062 0.94375 0.01875 0.01562,no prediction of this class overlaps the box,,
192,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.25156 0.94766 0.01875 0.02344,no prediction of this class overlaps the box,,
193,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.29531 0.94688 0.01562 0.02500,no prediction of this class overlaps the box,,
194,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.52109 0.97500 0.28594 0.05000,no prediction of this class overlaps the box,,
195,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.56328 0.03125 0.04844 0.06250,no prediction of this class overlaps the box,,
196,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.36406 0.16328 0.03750 0.02969,no prediction of this class overlaps the box,,
197,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.19062 0.19375 0.01875 0.01562,no prediction of this class overlaps the box,,
198,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.44609 0.72344 0.04219 0.02187,no prediction of this class overlaps the box,,
199,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.30625 0.96328 0.05625 0.01719,no prediction of this class overlaps the box,,
200,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2880,0.06094 0.08828 0.08438 0.07656,no prediction of this class overlaps the box,,
201,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2880,0.30625 0.21328 0.05625 0.01719,no prediction of this class overlaps the box,,
202,0.7,orphan_label,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2880,0.24141 0.55703 0.17969 0.05156,no prediction of this class overlaps the box,,
203,0.7,orphan_label,train,SCTD__000240,0.55839 0.50272 0.56204 0.28804,no prediction of this class overlaps the box,,
204,0.7,orphan_label,train,SCTD__000270,0.43431 0.51359 0.55475 0.25544,no prediction of this class overlaps the box,,
205,0.7,orphan_label,train,SCTD__000283,0.70156 0.59554 0.05937 0.29936,no prediction of this class overlaps the box,,
206,0.7,orphan_label,train,SCTD__000363,0.12113 0.34098 0.17698 0.11391,no prediction of this class overlaps the box,,
207,0.7,orphan_label,val,AI4SHIPWRECKS__DM_Wilson_10__x0_y480,0.79688 0.93750 0.20938 0.12500,no prediction of this class overlaps the box,,
208,0.7,orphan_label,val,AI4SHIPWRECKS__DM_Wilson_10__x1088_y480,0.90625 0.56875 0.12500 0.04375,no prediction of this class overlaps the box,,
209,0.7,orphan_label,val,AI4SHIPWRECKS__DM_Wilson_10__x1088_y960,0.40078 0.33672 0.08906 0.03594,no prediction of this class overlaps the box,,
210,0.7,orphan_label,val,AI4SHIPWRECKS__DM_Wilson_10__x960_y960,0.60078 0.33672 0.08906 0.03594,no prediction of this class overlaps the box,,
211,0.7,orphan_label,val,AI4SHIPWRECKS__EB_Allen_08__x480_y480,0.83672 0.57109 0.13594 0.77344,no prediction of this class overlaps the box,,
212,0.7,orphan_label,val,AI4SHIPWRECKS__EB_Allen_08__x960_y480,0.08672 0.57109 0.13594 0.77344,no prediction of this class overlaps the box,,
213,0.7,orphan_label,val,AI4SHIPWRECKS__EB_Allen_16__x0_y480,0.08359 0.76250 0.01719 0.04063,no prediction of this class overlaps the box,,
214,0.7,orphan_label,val,AI4SHIPWRECKS__EB_Allen_16__x0_y960,0.08359 0.01641 0.01719 0.03281,no prediction of this class overlaps the box,,
215,0.7,orphan_label,val,AI4SHIPWRECKS__Grecian_03__x1088_y0,0.26484 0.61406 0.05469 0.05625,no prediction of this class overlaps the box,,
216,0.7,orphan_label,val,AI4SHIPWRECKS__Grecian_03__x960_y0,0.46484 0.61406 0.05469 0.05625,no prediction of this class overlaps the box,,
217,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x0_y1255,0.97656 0.39453 0.04688 0.08906,no prediction of this class overlaps the box,,
218,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x0_y960,0.83516 0.41641 0.32969 0.09844,no prediction of this class overlaps the box,,
219,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x0_y960,0.97656 0.85547 0.04688 0.08906,no prediction of this class overlaps the box,,
220,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x1088_y480,0.03047 0.61953 0.04844 0.06719,no prediction of this class overlaps the box,,
221,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x1088_y480,0.50938 0.78359 0.46250 0.36719,no prediction of this class overlaps the box,,
222,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x1088_y960,0.50938 0.10859 0.46250 0.21719,no prediction of this class overlaps the box,,
223,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y0,0.46172 0.86719 0.03906 0.05000,no prediction of this class overlaps the box,,
224,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y1255,0.23672 0.39453 0.06719 0.08906,no prediction of this class overlaps the box,,
225,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y480,0.46172 0.11719 0.03906 0.05000,no prediction of this class overlaps the box,,
226,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y480,0.97813 0.61953 0.04375 0.06719,no prediction of this class overlaps the box,,
227,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y480,0.78828 0.73047 0.07969 0.02656,no prediction of this class overlaps the box,,
228,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y960,0.80547 0.36484 0.19531 0.03594,no prediction of this class overlaps the box,,
229,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y960,0.20547 0.41641 0.41094 0.09844,no prediction of this class overlaps the box,,
230,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x480_y960,0.23672 0.85547 0.06719 0.08906,no prediction of this class overlaps the box,,
231,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x960_y480,0.23047 0.61953 0.04844 0.06719,no prediction of this class overlaps the box,,
232,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x960_y480,0.70937 0.78359 0.46250 0.36719,no prediction of this class overlaps the box,,
233,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x960_y480,0.03906 0.73047 0.07812 0.02656,no prediction of this class overlaps the box,,
234,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x960_y960,0.70937 0.10859 0.46250 0.21719,no prediction of this class overlaps the box,,
235,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_08__x960_y960,0.07656 0.36484 0.15313 0.03594,no prediction of this class overlaps the box,,
236,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x0_y480,0.97031 0.58203 0.05937 0.03906,no prediction of this class overlaps the box,,
237,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.40781 0.40000 0.03438 0.14688,no prediction of this class overlaps the box,,
238,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.47266 0.44766 0.08906 0.11094,no prediction of this class overlaps the box,,
239,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.39297 0.53906 0.06719 0.10000,no prediction of this class overlaps the box,,
240,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.36562 0.61016 0.29375 0.14219,no prediction of this class overlaps the box,,
241,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.22656 0.58203 0.07187 0.03906,no prediction of this class overlaps the box,,
242,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.30234 0.69375 0.08281 0.10938,no prediction of this class overlaps the box,,
243,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.40156 0.76797 0.06875 0.10156,no prediction of this class overlaps the box,,
244,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.75156 0.82188 0.07812 0.05312,no prediction of this class overlaps the box,,
245,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y960,0.75156 0.07187 0.07812 0.05312,no prediction of this class overlaps the box,,
246,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x960_y480,0.02031 0.82188 0.04063 0.05312,no prediction of this class overlaps the box,,
247,0.7,orphan_label,val,AI4SHIPWRECKS__Heart_Failure_09__x960_y960,0.02031 0.07187 0.04063 0.05312,no prediction of this class overlaps the box,,
248,0.7,orphan_label,val,AI4SHIPWRECKS__Isaac_M_Scott_01__x1088_y480,0.50000 0.89687 1.00000 0.20625,no prediction of this class overlaps the box,,
249,0.7,orphan_label,val,AI4SHIPWRECKS__Isaac_M_Scott_01__x1088_y960,0.50000 0.19297 1.00000 0.29844,no prediction of this class overlaps the box,,
250,0.7,orphan_label,val,AI4SHIPWRECKS__Isaac_M_Scott_01__x960_y480,0.55859 0.89687 0.88281 0.20625,no prediction of this class overlaps the box,,
251,0.7,orphan_label,val,AI4SHIPWRECKS__Isaac_M_Scott_01__x960_y960,0.55859 0.19297 0.88281 0.29844,no prediction of this class overlaps the box,,
252,0.7,orphan_label,val,AI4SHIPWRECKS__Montana_05__x1088_y960,0.97891 0.65547 0.04219 0.12969,no prediction of this class overlaps the box,,
253,0.7,orphan_label,val,AI4SHIPWRECKS__Montana_06__x960_y960,0.23594 0.31172 0.47187 0.62344,no prediction of this class overlaps the box,,
254,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y1440,0.58281 0.31875 0.11875 0.07812,no prediction of this class overlaps the box,,
255,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y3280,0.54688 0.43984 0.02813 0.04219,no prediction of this class overlaps the box,,
256,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y3280,0.52344 0.69375 0.02813 0.03750,no prediction of this class overlaps the box,,
257,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y1440,0.27656 0.14141 0.02500 0.02344,no prediction of this class overlaps the box,,
258,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y1440,0.04531 0.34609 0.09062 0.07031,no prediction of this class overlaps the box,,
259,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y1440,0.35156 0.41875 0.17813 0.09062,no prediction of this class overlaps the box,,
260,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y1440,0.27578 0.49219 0.11719 0.05937,no prediction of this class overlaps the box,,
261,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y1440,0.12344 0.54141 0.07812 0.03594,no prediction of this class overlaps the box,,
262,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x1088_y960,0.27656 0.89141 0.02500 0.02344,no prediction of this class overlaps the box,,
263,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y1440,0.23438 0.27109 0.46875 0.37031,no prediction of this class overlaps the box,,
264,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y1440,0.94609 0.34609 0.10781 0.07031,no prediction of this class overlaps the box,,
265,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y960,0.27578 0.92891 0.11719 0.04531,no prediction of this class overlaps the box,,
266,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y1440,0.47656 0.14141 0.02500 0.02344,no prediction of this class overlaps the box,,
267,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y1440,0.21641 0.34609 0.14844 0.07031,no prediction of this class overlaps the box,,
268,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y1440,0.55156 0.41875 0.17813 0.09062,no prediction of this class overlaps the box,,
269,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y1440,0.47578 0.49219 0.11719 0.05937,no prediction of this class overlaps the box,,
270,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y1440,0.32344 0.54141 0.07812 0.03594,no prediction of this class overlaps the box,,
271,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x960_y960,0.47656 0.89141 0.02500 0.02344,no prediction of this class overlaps the box,,
272,0.7,orphan_label,val,AI4SHIPWRECKS__Oscar_T_Flint_14__x1088_y960,0.96797 0.02109 0.02344 0.04219,no prediction of this class overlaps the box,,
273,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x0_y0,0.84766 0.76484 0.11406 0.03281,no prediction of this class overlaps the box,,
274,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x0_y480,0.15625 0.42812 0.03750 0.05937,no prediction of this class overlaps the box,,
275,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x0_y480,0.20781 0.48516 0.02500 0.05156,no prediction of this class overlaps the box,,
276,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x0_y480,0.79063 0.47969 0.10938 0.03750,no prediction of this class overlaps the box,,
277,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x480_y0,0.09766 0.76484 0.11406 0.03281,no prediction of this class overlaps the box,,
278,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x480_y480,0.46563 0.32656 0.01875 0.04063,no prediction of this class overlaps the box,,
279,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_05__x480_y480,0.04766 0.47969 0.09531 0.03750,no prediction of this class overlaps the box,,
280,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y1920,0.37031 0.98750 0.07500 0.02500,no prediction of this class overlaps the box,,
281,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.60313 0.50000 0.79375 1.00000,no prediction of this class overlaps the box,,
282,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.37031 0.25547 0.07500 0.06094,no prediction of this class overlaps the box,,
283,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.25703 0.30078 0.02969 0.02969,no prediction of this class overlaps the box,,
284,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.30000 0.65469 0.05937 0.05937,no prediction of this class overlaps the box,,
285,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.15937 0.68516 0.01875 0.05156,no prediction of this class overlaps the box,,
286,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2400,0.02656 0.69375 0.05312 0.05625,no prediction of this class overlaps the box,,
287,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.03984 0.67500 0.07969 0.08750,no prediction of this class overlaps the box,,
288,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.40469 0.70547 0.04063 0.08906,no prediction of this class overlaps the box,,
289,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y3840,0.53750 0.93984 0.10000 0.03594,no prediction of this class overlaps the box,,
290,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y4320,0.53750 0.18984 0.10000 0.03594,no prediction of this class overlaps the box,,
291,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x480_y3360,0.86094 0.33281 0.05937 0.06563,no prediction of this class overlaps the box,,
292,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y1920,0.57031 0.98750 0.07500 0.02500,no prediction of this class overlaps the box,,
293,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2400,0.70312 0.50000 0.59375 1.00000,no prediction of this class overlaps the box,,
294,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2400,0.57031 0.25547 0.07500 0.06094,no prediction of this class overlaps the box,,
295,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2400,0.45703 0.30078 0.02969 0.02969,no prediction of this class overlaps the box,,
296,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2400,0.50000 0.65469 0.05937 0.05937,no prediction of this class overlaps the box,,
297,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2880,0.37266 0.42500 0.07969 0.13750,no prediction of this class overlaps the box,,
298,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2880,0.33906 0.41172 0.04375 0.04219,no prediction of this class overlaps the box,,
299,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2880,0.60469 0.70547 0.04063 0.08906,no prediction of this class overlaps the box,,
300,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y3360,0.11094 0.33281 0.05937 0.06563,no prediction of this class overlaps the box,,
301,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y3840,0.73750 0.93984 0.10000 0.03594,no prediction of this class overlaps the box,,
302,0.7,orphan_label,val,AI4SHIPWRECKS__WP_Rend_11__x960_y4320,0.73750 0.18984 0.10000 0.03594,no prediction of this class overlaps the box,,
303,0.7,orphan_label,val,SCTD__000195,0.48942 0.54630 0.85577 0.16667,no prediction of this class overlaps the box,,
304,0.7,orphan_label,val,SCTD__000493,0.26417 0.34248 0.47165 0.14690,no prediction of this class overlaps the box,,
305,0.7,orphan_label,val,SCTD__000493,0.28093 0.85133 0.30928 0.04248,no prediction of this class overlaps the box,,
306,0.6999,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.13906 0.41172 0.04375 0.04219,best IoU 0.10 against a prediction,,
307,0.6977,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x960_y480,0.57891 0.60547 0.05781 0.05781,best IoU 0.10 against a prediction,,
308,0.6976,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x1088_y480,0.37891 0.60547 0.05781 0.05781,best IoU 0.10 against a prediction,,
309,0.6961,loose_box,train,AI4SHIPWRECKS__WP_Rend_02__x0_y960,0.98047 0.03047 0.03906 0.06094,best IoU 0.10 against a prediction,,
310,0.6934,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x0_y1440,0.09688 0.21875 0.18750 0.43750,best IoU 0.11 against a prediction,,
311,0.6861,loose_box,train,AI4SHIPWRECKS__DM_Wilson_09__x1088_y960,0.54922 0.74375 0.18594 0.03750,best IoU 0.11 against a prediction,,
312,0.6816,loose_box,train,AI4SHIPWRECKS__DM_Wilson_09__x960_y960,0.74922 0.74375 0.18594 0.03750,best IoU 0.12 against a prediction,,
313,0.6791,missing_label,train,AI4SHIPWRECKS__Montana_02__x1088_y960,0.51337 0.77311 0.97326 0.45378,confident prediction @ 0.70 with no label here,,
314,0.6771,missing_label,val,AI4SHIPWRECKS__DR_Hanna_04__x480_y480,0.90310 0.68835 0.19379 0.24659,confident prediction @ 0.69 with no label here,,
315,0.6767,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x480_y2880,0.96094 0.56563 0.07812 0.07812,best IoU 0.12 against a prediction,,
316,0.6726,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.06094 0.83828 0.08438 0.07656,best IoU 0.13 against a prediction,,
317,0.6679,missing_label,train,AI4SHIPWRECKS__Near_Shore_02__x0_y1440,0.10037 0.33926 0.03902 0.10794,confident prediction @ 0.67 with no label here,,
318,0.6677,loose_box,train,AI4SHIPWRECKS__EB_Allen_07__x0_y960,0.24219 0.42188 0.07812 0.05937,best IoU 0.13 against a prediction,,
319,0.6675,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x1088_y480,0.12969 0.63438 0.25938 0.39687,best IoU 0.13 against a prediction,,
320,0.6657,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x1088_y7200,0.16875 0.22344 0.03438 0.02813,best IoU 0.13 against a prediction,,
321,0.6649,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x960_y7200,0.36875 0.22344 0.03438 0.02813,best IoU 0.14 against a prediction,,
322,0.6638,missing_label,train,AI4SHIPWRECKS__DM_Wilson_12__x1088_y1440,0.49499 0.35567 0.93889 0.71134,confident prediction @ 0.66 with no label here,,
323,0.661,loose_box,train,AI4SHIPWRECKS__DM_Wilson_13__x960_y960,0.86328 0.19844 0.06719 0.04063,best IoU 0.14 against a prediction,,
324,0.6594,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y1440,0.96484 0.08281 0.07031 0.10625,best IoU 0.14 against a prediction,,
325,0.659,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x1088_y2400,0.20703 0.03125 0.09219 0.06250,best IoU 0.14 against a prediction,,
326,0.659,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.40703 0.03125 0.09219 0.06250,best IoU 0.14 against a prediction,,
327,0.6583,loose_box,train,AI4SHIPWRECKS__DM_Wilson_13__x1088_y960,0.66328 0.19844 0.06719 0.04063,best IoU 0.14 against a prediction,,
328,0.6548,missing_label,train,AI4SHIPWRECKS__DM_Wilson_12__x960_y1440,0.57808 0.36062 0.84384 0.72124,confident prediction @ 0.64 with no label here,,
329,0.6513,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y960,0.96484 0.83281 0.07031 0.10625,best IoU 0.15 against a prediction,,
330,0.65,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x1088_y1920,0.20703 0.77734 0.09219 0.07031,best IoU 0.15 against a prediction,,
331,0.6483,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y1440,0.27500 0.08281 0.19062 0.10625,best IoU 0.15 against a prediction,,
332,0.6463,missing_label,train,AI4SHIPWRECKS__Isaac_M_Scott_05__x1088_y0,0.16329 0.39100 0.02359 0.01877,confident prediction @ 0.62 with no label here,,
333,0.6462,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.40703 0.77734 0.09219 0.07031,best IoU 0.15 against a prediction,,
334,0.6439,loose_box,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y960,0.25000 0.12500 0.29375 0.25000,best IoU 0.16 against a prediction,,
335,0.6437,missing_label,train,AI4SHIPWRECKS__Isaac_M_Scott_05__x960_y0,0.36331 0.39098 0.02357 0.01877,confident prediction @ 0.61 with no label here,,
336,0.6434,missing_label,train,AI4SHIPWRECKS__WP_Rend_04__x480_y960,0.29908 0.35606 0.03221 0.02290,confident prediction @ 0.61 with no label here,,
337,0.6407,missing_label,train,AI4SHIPWRECKS__DM_Wilson_12__x1088_y480,0.55904 0.74142 0.88192 0.51716,confident prediction @ 0.60 with no label here,,
338,0.6394,missing_label,val,SCTD__000458,0.80207 0.89925 0.36216 0.19870,confident prediction @ 0.60 with no label here,,
339,0.6392,missing_label,train,AI4SHIPWRECKS__WP_Rend_09__x0_y1920,0.50665 0.77232 0.95592 0.44491,confident prediction @ 0.60 with no label here,,
340,0.638,missing_label,train,AI4SHIPWRECKS__DM_Wilson_14__x960_y1440,0.67810 0.43790 0.64230 0.87580,confident prediction @ 0.60 with no label here,,
341,0.6372,loose_box,train,AI4SHIPWRECKS__Near_Shore_04__x0_y3360,0.03047 0.13437 0.05781 0.21875,best IoU 0.16 against a prediction,,
342,0.6367,missing_label,train,SCTD__000261,0.20712 0.07432 0.39412 0.14865,confident prediction @ 0.59 with no label here,,
343,0.6334,loose_box,train,AI4SHIPWRECKS__DM_Wilson_09__x1088_y1440,0.77344 0.46719 0.12812 0.07500,best IoU 0.17 against a prediction,,
344,0.6333,loose_box,train,AI4SHIPWRECKS__WP_Rend_02__x480_y960,0.37266 0.40469 0.02344 0.09688,best IoU 0.17 against a prediction,,
345,0.6331,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y960,0.27500 0.83281 0.19062 0.10625,best IoU 0.17 against a prediction,,
346,0.6322,missing_label,train,AI4SHIPWRECKS__WP_Rend_04__x960_y960,0.23024 0.34062 0.09295 0.02679,confident prediction @ 0.58 with no label here,,
347,0.631,loose_box,train,AI4SHIPWRECKS__DM_Wilson_08__x1088_y960,0.13828 0.80625 0.27656 0.38750,best IoU 0.17 against a prediction,,
348,0.6298,missing_label,val,AI4SHIPWRECKS__EB_Allen_16__x0_y960,0.48768 0.55777 0.05017 0.14179,confident prediction @ 0.57 with no label here,,
349,0.6272,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x960_y480,0.22969 0.63438 0.45937 0.39687,best IoU 0.17 against a prediction,,
350,0.6268,missing_label,train,AI4SHIPWRECKS__Egyptian_08__x0_y0,0.68321 0.67263 0.02066 0.02759,confident prediction @ 0.57 with no label here,,
351,0.6241,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y1920,0.14141 0.48125 0.12969 0.06250,best IoU 0.18 against a prediction,,
352,0.6201,missing_label,train,AI4SHIPWRECKS__WP_Rend_10__x0_y2880,0.91387 0.49348 0.16836 0.98696,confident prediction @ 0.55 with no label here,,
353,0.6173,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x0_y960,0.70781 0.77031 0.20000 0.45937,best IoU 0.18 against a prediction,,
